Name,Publisher,Year,Genre,Generation,Platform,Platform_type,Platform_company,Platform_Multi,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Valentino Rossi: The Game,Namco Bandai Games,2016,Racing,8,PS4,Traditional,Sony,Multi,0.01,0.05,0.0,0.01,0.07
NHL Hitz 20-02,Midway Games,2001,Sports,6,GC,Traditional,Nintendo,Multi,0.16,0.04,0.0,0.01,0.21000000000000002
Champions of Norrath,Sony Online Entertainment,2004,Role-Playing,6,PS2,Traditional,Sony,Native,0.63,0.49,0.0,0.16,1.28
NBA Jam 99,Acclaim Entertainment,1998,Sports,5,N64,Traditional,Nintendo,Native,0.25,0.02,0.0,0.0,0.27
Gensou Suikoden I & II,Konami Digital Entertainment,2006,Role-Playing,7,PSP,Portable,Sony,Native,0.0,0.0,0.03,0.0,0.03
Tamagotchi no KiraKira Omisecchi,Namco Bandai Games,2008,Misc,7,DS,Portable,Nintendo,Native,0.0,0.0,0.22,0.0,0.22
The Elder Scrolls V: Skyrim,Bethesda Softworks,2011,Role-Playing,7,PC,PC,PC,Multi,1.15,2.09,0.0,0.64,3.88
Sniper: Ghost Warrior 2,City Interactive,2013,Shooter,7,PS3,Traditional,Sony,Multi,0.05,0.19,0.03,0.07,0.34
Blood Drive,Activision,2010,Racing,7,X360,Traditional,Microsoft,Multi,0.09,0.01,0.0,0.01,0.10999999999999999
Walt Disney Pictures Presents Enchanted,Disney Interactive Studios,2007,Platform,7,DS,Portable,Nintendo,Native,0.04,0.01,0.0,0.01,0.060000000000000005
SingStar Latino,Sony Computer Entertainment,2009,Misc,7,PS3,Traditional,Sony,Multi,0.11,0.0,0.0,0.01,0.12
Tobal 2,SquareSoft,1997,Fighting,5,PS,Traditional,Sony,Native,0.0,0.0,0.35,0.02,0.37
Legend of Kay,Nordic Games,2015,Action,8,WiiU,Traditional,Nintendo,Multi,0.03,0.02,0.0,0.0,0.05
Rose to Tasogare no Kojou,Nippon Ichi Software,2016,Action,8,PSV,Portable,Sony,Native,0.0,0.0,0.02,0.0,0.02
Yager,THQ,2003,Shooter,6,XB,Traditional,Microsoft,Native,0.03,0.01,0.0,0.0,0.04
Universe at War: Earth Assault,Sega,2008,Action,7,X360,Traditional,Microsoft,Native,0.09,0.01,0.0,0.01,0.10999999999999999
Plants vs. Zombies,PopCap Games,2011,Strategy,7,PS3,Traditional,Sony,Multi,0.18,0.0,0.0,0.01,0.19
Guilty Gear Xrd -Revelator-,PQube,2016,Fighting,7,PS3,Traditional,Sony,Multi,0.01,0.02,0.02,0.01,0.060000000000000005
Test Drive: Ferrari Legends,Unknown,2012,Racing,7,PS3,Traditional,Sony,Multi,0.04,0.0,0.0,0.0,0.04
RockMan EXE 4.5 Real Operation,Capcom,2004,Role-Playing,6,GBA,Portable,Nintendo,Native,0.0,0.0,0.08,0.0,0.08
Need For Speed: High Stakes,Electronic Arts,1999,Racing,5,PS,Traditional,Sony,Native,1.58,0.64,0.0,0.09,2.31
Kirby's Return to Dreamland,Nintendo,2011,Platform,7,Wii,Traditional,Nintendo,Native,0.62,0.21,0.79,0.08,1.7000000000000002
Destruction Derby Raw,Sony Computer Entertainment,2000,Racing,5,PS,Traditional,Sony,Native,0.08,0.05,0.0,0.01,0.14
Mouse Trap,Coleco,1981,Action,2,2600,Traditional,Atari,Native,0.38,0.02,0.0,0.0,0.4
Strike Force Bowling,Crave Entertainment,2005,Sports,6,GC,Traditional,Nintendo,Multi,0.05,0.01,0.0,0.0,0.060000000000000005
Sid Meier's Civilization IV,Take-Two Interactive,2005,Strategy,6,PC,PC,PC,Native,0.02,0.12,0.0,0.03,0.16999999999999998
KORG DS-10 Synthesizer Plus,AQ Interactive,2009,Misc,7,DS,Portable,Nintendo,Native,0.08,0.0,0.02,0.01,0.11
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",505 Games,2007,Adventure,6,PS2,Traditional,Sony,Native,0.0,0.0,0.05,0.0,0.05
Timeshock! Pro Pinball,Empire Interactive,1998,Misc,5,PS,Traditional,Sony,Native,0.02,0.01,0.0,0.0,0.03
Dark Souls III,Namco Bandai Games,2016,Role-Playing,8,PC,PC,PC,Multi,0.0,0.05,0.0,0.0,0.05
Football Manager 2010,Sega,2009,Sports,7,PC,PC,PC,Native,0.0,0.06,0.0,0.01,0.06999999999999999
Infected,THQ,2005,Shooter,7,PSP,Portable,Sony,Native,0.14,0.0,0.0,0.01,0.15000000000000002
Dead Rising 3,Microsoft Game Studios,2013,Action,8,XOne,Traditional,Microsoft,Native,1.06,0.35,0.01,0.12,1.54
The King of Fighters '98: Dream Match Never Ends,SNK Playmore,1999,Fighting,5,PS,Traditional,Sony,Native,0.05,0.03,0.0,0.01,0.09
Calvin Tucker's Redneck Jamboree,Zoo Games,2008,Misc,7,Wii,Traditional,Nintendo,Native,0.29,0.0,0.0,0.02,0.31
Samurai Warriors 4: Empires,Tecmo Koei,2015,Action,8,PS4,Traditional,Sony,Multi,0.02,0.01,0.05,0.01,0.09
Off Road Challenge,GT Interactive,1998,Racing,5,N64,Traditional,Nintendo,Native,0.27,0.06,0.0,0.0,0.33
Kotoba no Puzzle: Mojipittan Daijiten,Namco Bandai Games,2004,Puzzle,7,PSP,Portable,Sony,Native,0.0,0.0,0.11,0.0,0.11
Jikkyou Powerful Pro Yakyuu 14 Ketteiban,Konami Digital Entertainment,2007,Sports,6,PS2,Traditional,Sony,Native,0.0,0.0,0.09,0.0,0.09
Sonic PC Collection,Sega,2009,Misc,7,PC,PC,PC,Native,0.0,0.04,0.0,0.01,0.05
Nacho Libre,Majesco Entertainment,2006,Action,7,DS,Portable,Nintendo,Native,0.03,0.0,0.0,0.0,0.03
Digimon Story: Cyber Sleuth,Namco Bandai Games,2016,Role-Playing,8,PS4,Traditional,Sony,Multi,0.0,0.09,0.0,0.02,0.11
Smash Court Tennis 3,Atari,2007,Sports,7,X360,Traditional,Microsoft,Multi,0.08,0.02,0.0,0.01,0.11
Shadow of the Colossus,Sony Computer Entertainment,2005,Action,6,PS2,Traditional,Sony,Multi,0.78,0.03,0.2,0.13,1.1400000000000001
Gray Matter,DTP Entertainment,2011,Adventure,7,PC,PC,PC,Multi,0.02,0.05,0.0,0.01,0.08
Cruis'n World,Nintendo,1998,Racing,5,N64,Traditional,Nintendo,Native,0.59,0.04,0.0,0.01,0.64
Scooby-Doo! Mystery Mayhem,THQ,2003,Action,6,GBA,Portable,Nintendo,Multi,0.31,0.12,0.0,0.01,0.44
The Eye of Judgment: Legends,Sony Computer Entertainment,2010,Strategy,7,PSP,Portable,Sony,Native,0.0,0.0,0.01,0.0,0.01
Wild 9,Interplay,1998,Action,5,PS,Traditional,Sony,Native,0.13,0.09,0.0,0.02,0.24
MX vs. ATV Untamed,THQ,2007,Racing,7,PS3,Traditional,Sony,Multi,0.35,0.06,0.0,0.05,0.45999999999999996
Pilot ni Narou! 2,Victor Interactive,2001,Simulation,6,PS2,Traditional,Sony,Native,0.0,0.0,0.08,0.0,0.08
The King of Fighters EX2: Howling Blood,Marvelous Interactive,2002,Fighting,6,GBA,Portable,Nintendo,Native,0.06,0.02,0.0,0.0,0.08
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,THQ,2008,Action,6,PS2,Traditional,Sony,Multi,0.29,0.22,0.0,0.07,0.5800000000000001
Ty the Tasmanian Tiger,Electronic Arts,2002,Platform,6,GC,Traditional,Nintendo,Multi,0.21,0.05,0.0,0.01,0.27
Top Spin 2,Take-Two Interactive,2006,Sports,7,DS,Portable,Nintendo,Multi,0.05,0.0,0.0,0.0,0.05
Fossil Fighters: Champions,Nintendo,2010,Role-Playing,7,DS,Portable,Nintendo,Native,0.32,0.0,0.34,0.02,0.68
NHL Blades of Steel '99,Konami Digital Entertainment,1999,Sports,5,N64,Traditional,Nintendo,Native,0.05,0.0,0.0,0.0,0.05
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,Namco Bandai Games,2016,Misc,7,PS3,Traditional,Sony,Native,0.0,0.0,0.02,0.0,0.02
Barbarian,Titus,2002,Fighting,6,PS2,Traditional,Sony,Native,0.07,0.06,0.0,0.02,0.15
The Clique: Diss and Make Up,Warner Bros. Interactive Entertainment,2009,Adventure,7,DS,Portable,Nintendo,Native,0.11,0.0,0.0,0.01,0.12
New Play Control! Donkey Kong Jungle Beat,Nintendo,2008,Platform,7,Wii,Traditional,Nintendo,Native,0.24,0.17,0.14,0.05,0.6000000000000001
BlazBlue: Continuum Shift,PQube,2010,Fighting,7,X360,Traditional,Microsoft,Multi,0.23,0.04,0.02,0.02,0.31000000000000005
MySims Party,Electronic Arts,2009,Simulation,7,Wii,Traditional,Nintendo,Multi,0.18,0.03,0.0,0.02,0.22999999999999998
Dance Dance Revolution Disney Mix,Konami Digital Entertainment,2000,Simulation,5,PS,Traditional,Sony,Native,0.02,0.02,0.0,0.0,0.04
Top Gear Overdrive,Kemco,1998,Racing,5,N64,Traditional,Nintendo,Native,0.23,0.06,0.0,0.0,0.29000000000000004
Disgaea DS,Square Enix,2008,Role-Playing,7,DS,Portable,Nintendo,Native,0.11,0.02,0.05,0.01,0.19
Alice in Wonderland,Disney Interactive Studios,2010,Adventure,7,DS,Portable,Nintendo,Multi,0.27,0.18,0.0,0.05,0.5
TimeSplitters,Eidos Interactive,2000,Shooter,6,PS2,Traditional,Sony,Native,0.21,0.17,0.0,0.06,0.44
Dennou Senki Virtual-On Force,Sega,2010,Fighting,7,X360,Traditional,Microsoft,Native,0.0,0.0,0.03,0.0,0.03
WorldShift,Playlogic Game Factory,2009,Strategy,7,PC,PC,PC,Native,0.02,0.0,0.0,0.0,0.02
Pro Farm 1,Excalibur Publishing,2011,Simulation,7,PC,PC,PC,Native,0.0,0.06,0.0,0.01,0.06999999999999999
Summer Sports: Paradise Island (Others sales),Ubisoft,2008,Sports,7,Wii,Traditional,Nintendo,Native,0.0,0.66,0.0,0.01,0.67
Yakuza Zero: The Place of Oath,Sega,2015,Action,8,PS4,Traditional,Sony,Multi,0.0,0.0,0.17,0.0,0.17
FIFA Soccer 09,Electronic Arts,2008,Sports,7,PS3,Traditional,Sony,Multi,0.48,1.63,0.04,0.43,2.58
Centipede,Atari,1981,Shooter,2,2600,Traditional,Atari,Multi,1.26,0.08,0.0,0.01,1.35
Panzer Dragoon Saga,Sega,1997,Role-Playing,5,SAT,Traditional,Sega,Native,0.0,0.0,0.11,0.0,0.11
Battle Rage,Popcorn Arcade,2008,Shooter,7,Wii,Traditional,Nintendo,Native,0.04,0.0,0.0,0.0,0.04
Guilty Gear XX Accent Core Plus,PQube,2009,Fighting,7,Wii,Traditional,Nintendo,Multi,0.01,0.02,0.0,0.0,0.03
Dig Dug,Namco Bandai Games,1985,Puzzle,3,NES,Traditional,Nintendo,Multi,0.0,0.0,0.41,0.0,0.41
Initial D: Street Stage,Sega,2006,Racing,7,PSP,Portable,Sony,Native,0.0,0.0,0.1,0.0,0.1
Dragon Ball Z: Idainaru Dragon Ball Densetsu,Namco Bandai Games,1995,Fighting,5,SAT,Traditional,Sega,Multi,0.0,0.0,0.15,0.0,0.15
Jewel Master: Cradle Of Rome 2,Rising Star Games,2011,Puzzle,7,DS,Portable,Nintendo,Multi,0.0,0.02,0.0,0.0,0.02
Pandora's Tower,Nintendo,2011,Role-Playing,7,Wii,Traditional,Nintendo,Native,0.13,0.1,0.08,0.03,0.33999999999999997
Tales of Xillia 2,Namco Bandai Games,2012,Role-Playing,7,PS3,Traditional,Sony,Native,0.2,0.15,0.45,0.07,0.8700000000000001
Emergency Room: Real Life Rescues,505 Games,2009,Simulation,7,DS,Portable,Nintendo,Native,0.04,0.0,0.0,0.0,0.04
Pony Luv,GSP,2008,Simulation,7,DS,Portable,Nintendo,Native,0.02,0.0,0.0,0.0,0.02
Rugrats Studio Tour,THQ,1999,Adventure,5,PS,Traditional,Sony,Native,0.57,0.67,0.0,0.07,1.31
Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,ASCII Entertainment,2001,Simulation,6,PS2,Traditional,Sony,Native,0.0,0.0,0.32,0.0,0.32
Dynasty Warriors 5 Empires,Tecmo Koei,2006,Action,7,X360,Traditional,Microsoft,Multi,0.11,0.01,0.0,0.01,0.13
Commander: Conquest of the Americas,Paradox Interactive,2010,Strategy,7,PC,PC,PC,Native,0.0,0.02,0.0,0.01,0.03
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,Namco Bandai Games,2014,Adventure,8,3DS,Portable,Nintendo,Native,0.0,0.0,0.06,0.0,0.06
Battlestations: Pacific,Eidos Interactive,2009,Strategy,7,X360,Traditional,Microsoft,Multi,0.17,0.12,0.01,0.03,0.33000000000000007
Valkyrie Profile,Enix Corporation,1999,Role-Playing,5,PS,Traditional,Sony,Native,0.07,0.05,0.63,0.05,0.8
Shaun White Snowboarding,Ubisoft,2008,Sports,6,PS2,Traditional,Sony,Multi,0.15,0.12,0.0,0.04,0.31
Suzuki Super-Bikes II: Riding Challenge,Valcon Games,2008,Racing,7,DS,Portable,Nintendo,Native,0.05,0.0,0.0,0.0,0.05
Top Gear Rally,Kemco,2003,Racing,6,GBA,Portable,Nintendo,Multi,0.06,0.02,0.0,0.0,0.08
Minecraft: Story Mode,Mojang,2015,Adventure,8,PC,PC,PC,Multi,0.02,0.05,0.0,0.01,0.08
MotorStorm: Arctic Edge,Sony Computer Entertainment,2009,Racing,7,PSP,Portable,Sony,Multi,0.16,0.58,0.0,0.3,1.04
Just Dance: Disney Party 2,Ubisoft,2015,Action,8,XOne,Traditional,Microsoft,Multi,0.05,0.01,0.0,0.01,0.07
World Series of Poker,Activision,2005,Misc,6,XB,Traditional,Microsoft,Multi,0.19,0.05,0.0,0.01,0.25
World Championship Poker 2: Featuring Howard Lederer,Oxygen Interactive,2005,Misc,6,PS2,Traditional,Sony,Multi,0.16,0.13,0.0,0.04,0.33
N3: Ninety-Nine Nights,Microsoft Game Studios,2006,Action,7,X360,Traditional,Microsoft,Native,0.2,0.03,0.05,0.02,0.30000000000000004
Kelly Slater's Pro Surfer,Activision,2002,Sports,6,XB,Traditional,Microsoft,Multi,0.08,0.02,0.0,0.0,0.1
Bakugan: Battle Brawlers,Activision,2009,Action,7,X360,Traditional,Microsoft,Multi,0.2,0.02,0.0,0.02,0.24
Yume Neko DS,Sega,2008,Simulation,7,DS,Portable,Nintendo,Native,0.0,0.0,0.02,0.0,0.02
Chocobo Racing,SquareSoft,1999,Racing,5,PS,Traditional,Sony,Native,0.07,0.05,0.3,0.03,0.44999999999999996
Soul Eater: Monotone Princess,Square Enix,2008,Action,7,Wii,Traditional,Nintendo,Native,0.0,0.0,0.02,0.0,0.02
Bratz 4 Real,THQ,2007,Adventure,7,DS,Portable,Nintendo,Native,0.29,0.22,0.0,0.06,0.5700000000000001
Order Up!,Zoo Digital Publishing,2008,Misc,7,Wii,Traditional,Nintendo,Native,0.19,0.01,0.0,0.02,0.22
Bakumatsu Rock: Ultra Soul,Marvelous Interactive,2014,Misc,7,PSP,Portable,Sony,Multi,0.0,0.0,0.01,0.0,0.01
Dark Angel: Vampire Apocalypse,Metro 3D,2001,Role-Playing,6,PS2,Traditional,Sony,Native,0.04,0.03,0.0,0.01,0.08
Polaris SnoCross,Vatical Entertainment,2000,Racing,5,N64,Traditional,Nintendo,Multi,0.05,0.01,0.0,0.0,0.060000000000000005
One Piece Unlimited Cruise SP,Namco Bandai Games,2011,Action,8,3DS,Portable,Nintendo,Native,0.0,0.0,0.3,0.0,0.3
Shrek the Third,Activision,2007,Action,7,X360,Traditional,Microsoft,Multi,0.54,0.1,0.0,0.06,0.7
All-Pro Football 2K8,Take-Two Interactive,2007,Sports,7,X360,Traditional,Microsoft,Multi,0.24,0.0,0.0,0.02,0.26
Power Pro Kun Pocket 6,Konami Digital Entertainment,2003,Sports,6,GBA,Portable,Nintendo,Native,0.0,0.0,0.29,0.01,0.3
Far Cry Instincts Evolution,Ubisoft,2006,Shooter,6,XB,Traditional,Microsoft,Native,0.06,0.02,0.0,0.0,0.08
Rune Factory 2: A Fantasy Harvest Moon,Rising Star Games,2008,Role-Playing,7,DS,Portable,Nintendo,Native,0.33,0.03,0.15,0.03,0.54
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,Sega,2010,Sports,7,PS3,Traditional,Sony,Multi,0.09,0.2,0.0,0.07,0.36000000000000004
BeatMania,Konami Digital Entertainment,1998,Simulation,5,PS,Traditional,Sony,Multi,0.0,0.0,1.07,0.02,1.09
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,Tecmo Koei,2009,Adventure,7,PSP,Portable,Sony,Native,0.0,0.0,0.04,0.0,0.04
NCAA GameBreaker 2003,Sony Computer Entertainment,2002,Sports,6,PS2,Traditional,Sony,Native,0.11,0.09,0.0,0.03,0.23
Ratchet & Clank: Size Matters,Sony Computer Entertainment,2008,Platform,6,PS2,Traditional,Sony,Multi,0.13,0.1,0.03,0.03,0.29000000000000004
Rayman 3: Hoodlum Havoc,Ubisoft,2003,Platform,6,PS2,Traditional,Sony,Multi,0.14,0.11,0.0,0.04,0.29
Prince of Persia: The Sands of Time,Ubisoft,2003,Action,6,GC,Traditional,Nintendo,Multi,0.25,0.06,0.0,0.01,0.32
Tokyo Ghoul: Jail,Namco Bandai Games,2015,Racing,8,PSV,Portable,Sony,Native,0.0,0.0,0.05,0.0,0.05
NBA Live 09,Electronic Arts,2008,Sports,7,X360,Traditional,Microsoft,Multi,0.5,0.14,0.0,0.07,0.71
Pro Pinball: Big Race USA,Take-Two Interactive,1999,Simulation,5,PS,Traditional,Sony,Native,0.37,0.25,0.0,0.04,0.66
Digimon World 4,Atari,2005,Role-Playing,6,PS2,Traditional,Sony,Multi,0.08,0.06,0.0,0.02,0.16
NBA 10: The Inside,Sony Computer Entertainment,2009,Sports,7,PSP,Portable,Sony,Native,0.07,0.0,0.0,0.01,0.08
Driver,GT Interactive,1999,Action,5,PS,Traditional,Sony,Native,3.11,2.8,0.02,0.33,6.26
Karaoke Revolution Presents American Idol Encore,Konami Digital Entertainment,2008,Misc,7,Wii,Traditional,Nintendo,Multi,0.42,0.0,0.0,0.03,0.44999999999999996
FIFA Street 3,Electronic Arts,2008,Sports,7,X360,Traditional,Microsoft,Multi,0.12,0.14,0.0,0.03,0.29000000000000004
NBA 08,Sony Computer Entertainment,2007,Sports,7,PS3,Traditional,Sony,Multi,0.12,0.0,0.0,0.01,0.13
The Smurfs 2,Ubisoft,2013,Platform,8,WiiU,Traditional,Nintendo,Multi,0.04,0.04,0.0,0.01,0.09
Samurai Warriors 2,Tecmo Koei,2006,Action,7,X360,Traditional,Microsoft,Multi,0.07,0.01,0.0,0.01,0.09
The Mysterious Murasame Castle,Nintendo,1986,Action,3,NES,Traditional,Nintendo,Native,0.0,0.0,0.57,0.0,0.57
Chibi-Robo! Plug into Adventure!,Nintendo,2005,Adventure,6,GC,Traditional,Nintendo,Native,0.23,0.06,0.09,0.01,0.39
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,ChunSoft,2012,Adventure,8,PSV,Portable,Sony,Multi,0.0,0.0,0.03,0.0,0.03
Major League Baseball 2K9,Spike,2009,Sports,6,PS2,Traditional,Sony,Multi,0.08,0.06,0.0,0.02,0.16
Monopoly,Electronic Arts,2008,Misc,7,X360,Traditional,Microsoft,Multi,0.34,0.2,0.0,0.06,0.6000000000000001
Mortal Kombat vs. DC Universe,Midway Games,2008,Fighting,7,X360,Traditional,Microsoft,Multi,1.53,0.24,0.0,0.16,1.93
J-League Pro Soccer Club o Tsukurou '04,Sega,2004,Sports,6,PS2,Traditional,Sony,Native,0.0,0.0,0.36,0.0,0.36
We Dance,Nordic Games,2011,Misc,7,Wii,Traditional,Nintendo,Native,0.0,0.17,0.0,0.02,0.19
Hidden Mysteries: Vampire Secrets,Astragon,2010,Adventure,7,DS,Portable,Nintendo,Native,0.06,0.11,0.0,0.02,0.18999999999999997
Hot Wheels: Stunt Track Challenge,THQ,2004,Racing,6,GBA,Portable,Nintendo,Multi,0.32,0.12,0.0,0.01,0.45
Hunter: The Reckoning  Wayward,Interplay,2003,Action,6,PS2,Traditional,Sony,Native,0.21,0.16,0.0,0.06,0.43
JoJo's Bizarre Adventure: All Star Battle,Namco Bandai Games,2013,Fighting,7,PS3,Traditional,Sony,Multi,0.05,0.02,0.5,0.01,0.5800000000000001
Shin Sangoku Musou Online: Kamishou Ranbu,Tecmo Koei,2010,Action,7,PS3,Traditional,Sony,Native,0.0,0.0,0.03,0.0,0.03
Higurashi no Naku Koro ni Iki,Kaga Create,2015,Action,7,PS3,Traditional,Sony,Multi,0.0,0.0,0.01,0.0,0.01
Kazoku Keikaku,CyberFront,2010,Adventure,7,PSP,Portable,Sony,Native,0.0,0.0,0.02,0.0,0.02
Animaniacs: The Great Edgar Hunt,Ignition Entertainment,2005,Platform,6,GC,Traditional,Nintendo,Native,0.02,0.01,0.0,0.0,0.03
Kung Fu Panda 2,THQ,2011,Action,7,Wii,Traditional,Nintendo,Multi,0.08,0.05,0.0,0.01,0.14
NBA 2K13,Take-Two Interactive,2012,Sports,7,PC,PC,PC,Multi,0.0,0.02,0.0,0.0,0.02
The King of Fighters XIV,Deep Silver,2016,Fighting,8,PS4,Traditional,Sony,Native,0.04,0.01,0.03,0.01,0.09
Defender II,Atari,1987,Shooter,2,2600,Traditional,Atari,Native,0.42,0.02,0.0,0.0,0.44
Batman: Rise of Sin Tzu,Ubisoft,2003,Action,6,PS2,Traditional,Sony,Multi,0.17,0.13,0.0,0.05,0.35000000000000003
Nicktoons Collection: Game Boy Advance Video Volume 2,Unknown,2004,Misc,6,GBA,Portable,Nintendo,Native,0.16,0.06,0.0,0.0,0.22
Sega Touring Car Championship,Sega,1996,Racing,5,SAT,Traditional,Sega,Native,0.0,0.0,0.11,0.0,0.11
Final Fantasy Crystal Chronicles: Echoes of Time,Square Enix,2009,Role-Playing,7,Wii,Traditional,Nintendo,Multi,0.13,0.06,0.05,0.02,0.26
Juiced 2: Hot Import Nights,THQ,2007,Racing,7,X360,Traditional,Microsoft,Multi,0.22,0.34,0.0,0.07,0.6300000000000001
Shin Hayarigami,Nippon Ichi Software,2014,Adventure,7,PS3,Traditional,Sony,Multi,0.0,0.0,0.04,0.0,0.04
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,Idea Factory,2012,Adventure,7,PSP,Portable,Sony,Native,0.0,0.0,0.03,0.0,0.03
MLB 16: The Show,Sony Computer Entertainment,2016,Action,8,PS4,Traditional,Sony,Multi,0.68,0.0,0.0,0.16,0.8400000000000001
Mace Griffin: Bounty Hunter,Electronic Arts,2003,Shooter,6,XB,Traditional,Microsoft,Multi,0.08,0.02,0.0,0.0,0.1
Growlanser Generations,Atlus,2003,Role-Playing,6,PS2,Traditional,Sony,Native,0.06,0.04,0.0,0.01,0.11
Minna no Ennichi,Namco Bandai Games,2012,Action,8,3DS,Portable,Nintendo,Native,0.0,0.0,0.05,0.0,0.05
Savage Skies,Big Ben Interactive,2002,Shooter,6,PS2,Traditional,Sony,Native,0.04,0.03,0.0,0.01,0.08
Mary King's Riding School,Ghostlight,2008,Simulation,7,DS,Portable,Nintendo,Native,0.0,0.02,0.0,0.0,0.02
Mind Quiz,Ubisoft,2006,Action,7,PSP,Portable,Sony,Native,0.08,0.01,0.0,0.01,0.09999999999999999
The Conveni 4,Hamster Corporation,2006,Simulation,6,PS2,Traditional,Sony,Native,0.0,0.0,0.02,0.0,0.02
Disney's Magical Quest 2 Starring Mickey and Minnie,Capcom,2003,Action,6,GBA,Portable,Nintendo,Native,0.05,0.02,0.0,0.0,0.07
Hell's Kitchen: The Game,Ubisoft,2008,Simulation,7,Wii,Traditional,Nintendo,Multi,0.3,0.0,0.0,0.03,0.32999999999999996
Hakuouki: Zuisouroku Portable,Idea Factory,2010,Adventure,7,PSP,Portable,Sony,Native,0.0,0.0,0.09,0.0,0.09
The Sims,Electronic Arts,2003,Simulation,6,GC,Traditional,Nintendo,Multi,0.35,0.13,0.0,0.01,0.49
Suzumiya Haruhi no Heiretsu,Sega,2009,Adventure,7,Wii,Traditional,Nintendo,Native,0.0,0.0,0.02,0.0,0.02
Summon Night 3,Namco Bandai Games,2012,Role-Playing,7,PSP,Portable,Sony,Multi,0.0,0.0,0.12,0.0,0.12
Pokemon FireRed/Pokemon LeafGreen,Nintendo,2004,Role-Playing,6,GBA,Portable,Nintendo,Native,4.34,2.65,3.15,0.35,10.49
Pokemon Rumble Blast,Nintendo,2011,Action,8,3DS,Portable,Nintendo,Native,0.47,0.26,0.35,0.07,1.1500000000000001
Planet 51,Sega,2009,Action,7,PS3,Traditional,Sony,Multi,0.07,0.03,0.0,0.02,0.12000000000000001
Space Battleship Yamato: Harukanaru Hoshi Iscandar,Namco Bandai Games,1999,Strategy,5,PS,Traditional,Sony,Native,0.0,0.0,0.16,0.01,0.17
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,Nintendo,2000,Sports,5,N64,Traditional,Nintendo,Native,0.0,0.0,0.07,0.0,0.07
Living Legends: Frozen Beauty,Big Fish Games,2014,Action,8,PC,PC,PC,Native,0.0,0.03,0.0,0.0,0.03
The Outfit,THQ,2006,Action,7,X360,Traditional,Microsoft,Native,0.21,0.02,0.0,0.02,0.24999999999999997
Rumble Roses XX,Konami Digital Entertainment,2006,Fighting,7,X360,Traditional,Microsoft,Native,0.07,0.01,0.04,0.01,0.13
Van Helsing,Activision,2004,Action,6,PS2,Traditional,Sony,Multi,0.22,0.17,0.0,0.06,0.45
Gochuumon wa Usagi Desu ka?? Wonderful Party!,5pb,2016,Adventure,8,PSV,Portable,Sony,Native,0.0,0.0,0.02,0.0,0.02
Mountain Sports,Activision,2009,Sports,7,Wii,Traditional,Nintendo,Native,0.11,0.0,0.0,0.01,0.12
Just Dance 2015,Ubisoft,2014,Misc,8,WiiU,Traditional,Nintendo,Multi,0.4,0.28,0.0,0.07,0.75
Sekirei: Mirai Kara no Okurimono,Alchemist,2009,Adventure,6,PS2,Traditional,Sony,Native,0.0,0.0,0.01,0.0,0.01
Final Fantasy III,SquareSoft,1990,Role-Playing,3,NES,Traditional,Nintendo,Multi,0.0,0.0,1.39,0.01,1.4
MotoGP 15,Milestone S.r.l.,2015,Racing,8,XOne,Traditional,Microsoft,Multi,0.0,0.03,0.0,0.0,0.03
Tiny Toon Adventures: Wacky Stackers,Conspiracy Entertainment,2001,Puzzle,6,GBA,Portable,Nintendo,Native,0.01,0.0,0.0,0.0,0.01
Saban's Power Rangers: Lightspeed Rescue,THQ,2000,Action,5,PS,Traditional,Sony,Multi,0.19,0.13,0.0,0.02,0.34
Sonic Mega Collection Plus,Sega,2004,Misc,6,XB,Traditional,Microsoft,Multi,0.61,0.26,0.0,0.04,0.91
BioShock Infinite,Take-Two Interactive,2013,Shooter,7,PC,PC,PC,Multi,0.28,0.3,0.0,0.08,0.66
Medal of Honor: European Assault (weekly JP sales),Electronic Arts,2005,Shooter,6,PS2,Traditional,Sony,Native,0.0,0.0,0.05,0.0,0.05
Cabela's African Safari,Activision Value,2006,Sports,7,PSP,Portable,Sony,Multi,0.04,0.0,0.0,0.0,0.04
Cabela's Adventure Camp,Activision,2011,Misc,7,X360,Traditional,Microsoft,Multi,0.07,0.02,0.0,0.01,0.1
Ray Gigant,Namco Bandai Games,2015,Role-Playing,8,PSV,Portable,Sony,Native,0.0,0.0,0.04,0.0,0.04
Taiko no Tatsujin Wii: Ketteiban,Namco Bandai Games,2011,Misc,7,Wii,Traditional,Nintendo,Native,0.0,0.0,0.39,0.0,0.39
Carmen Sandiego: The Secret of the Stolen Drums,BAM! Entertainment,2004,Action,6,XB,Traditional,Microsoft,Multi,0.02,0.01,0.0,0.0,0.03
